Last Name,First Name,Course Name,Schedule Start,Period Start,Room Name,Lunch Name,Term Start
MaK,Wis,Health: Individual & Community,A,1,1415,,Qtr4
MaK,Wis,Integrated Math II,A,2,4406,,Qtr4
MaK,Wis,Reading Standards 6,B,1,4112,,Qtr4
MaK,Wis,Skills for Coll & Car Readi 1,A,4,4112,,Qtr4
Jos,Yan,Advisory Grade 11,A,Advisory,3415,,Qtr4
Jos,Yan,AP Env Science,A,3,2311,A Lunch,Qtr4
Jos,Yan,AP US History,A,4,1316,,Qtr4
Jos,Yan,AVID 11,B,2,3405,,Qtr4
Jos,Yan,"Drawing, Intermediate",A,2,1303,,Qtr4
Jos,Yan,Earth and Space,B,4,1203,,Qtr4
Jos,Yan,Integrated Math III,B,1,4407,,Qtr4
Jos,Yan,Mixed Media,A,1,1318,,Qtr4
Jos,Yan,Quest Science Fiction,B,3,3102,B Lunch,Qtr4
